letter_percentage,XSS_count,evil_char_count,char_11,char_12,char_13,char_14,char_15,char_16,char_17,char_18,char_19,word_1,word_5,word_6,label
0.657895,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.725,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.714286,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642857,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6875,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.634146,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.736842,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.725,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702703,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.727273,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.707317,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657895,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.707317,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.725,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.731707,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.690476,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702128,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.605263,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.644444,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.644444,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.636364,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.711111,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71875,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72973,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.690476,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.717391,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71875,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.697674,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.763158,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.695652,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.757576,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.707317,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.677419,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.615385,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.709677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.673913,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.627907,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.617021,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.74359,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642857,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.615385,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.622222,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.742857,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.736842,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702703,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.673913,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.638889,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.673913,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.763158,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65625,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657895,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.605263,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.638889,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.638889,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.634146,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.717949,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.777778,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.631579,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.777778,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.694444,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6875,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.757576,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.705882,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657895,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.694444,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.707317,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.694444,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.609756,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.677419,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6875,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.717391,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642857,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.645833,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6875,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.631579,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.677419,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.690476,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.673913,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.709677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.725,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.74359,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.674419,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.631579,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657895,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.680851,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.709677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72973,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71875,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.625,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.736842,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.625,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.735294,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.727273,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.742857,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.638889,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6875,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.676471,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.74359,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.756757,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.727273,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.644444,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.605263,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.652174,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.756757,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.742857,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702128,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.707317,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642857,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.735294,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.631579,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.711111,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.692308,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.636364,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.692308,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.763158,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.627907,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.651163,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.638889,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.742857,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.619048,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.756757,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.711111,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.742857,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.634146,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.645833,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.64,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.709677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.714286,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702128,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.697674,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.756757,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.622222,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71875,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6875,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.756757,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642857,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.727273,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.631579,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702703,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.647059,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.709677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.625,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72973,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.676471,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.757576,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.634146,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.702703,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.763158,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.757576,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.676471,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.710526,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.638889,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657895,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.673913,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.697674,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.641026,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.74359,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642857,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1
0.677419,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.676471,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657895,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.709677,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.722222,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.694444,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.648649,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.733333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.627907,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72973,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.677419,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.682927,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.657143,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
0.658537,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.684211,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.675676,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.681818,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0.692308,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.644444,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.666667,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69697,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.680851,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.685714,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
